task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,efficiency,points,graders,grader_summaries,run_id
ui-auto-004,interaction,5,opencode,minimax/MiniMax-M3,,true,484.2,completed,44010,25389,,,44010,69399,0.0801,0.0437,2,39,6,50,0.72,36.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T072118-ui-auto-004-opencode
ui-auto-004,interaction,5,opencode,minimax/MiniMax-M2.7,,false,180.9,completed,12258,3283,,,12258,15541,0.0203,0.0076,2,37,1,50,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: "".accessibilityIdentifier(""result-\(index)"")"" → "".accessibilityIdentifier(""result-\(index)-mutated"")"")",2026-09-03T150546-ui-auto-004-opencode
ui-auto-005,interaction,5,opencode,minimax/MiniMax-M3,,true,1609.4,timeout,,,,,,,,,6,135,6,50,0.25,12.5,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T072927-ui-auto-005-opencode
ui-auto-005,interaction,5,opencode,minimax/MiniMax-M3,,false,315.6,completed,71444,14448,1053649,0,1125093,85892,0.1020,0.1020,3,123,15,50,0.58,0.0,build=P;xcuitest=P;mutation=F,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests still passed with the app broken (Sources/ConsentView.swift: "".accessibilityIdentifier(""disclaimer"")"" → "".accessibilityIdentifier(""disclaimer-mutated"")""), so they do not assert the behaviour the task asked for",2026-09-03T185145-ui-auto-005-opencode
ui-auto-005,interaction,5,opencode,minimax/MiniMax-M2.7,,false,204.4,completed,8558,6184,,,8558,14742,0.0313,0.0100,3,89,0,50,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T151341-ui-auto-005-opencode
ui-auto-005,interaction,5,opencode,minimax/MiniMax-M2.7,,false,324.2,completed,14025,10056,,,14025,24081,0.0688,0.0163,4,66,1,50,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'TruncationFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: ScrollTapTests/testScrollToElementAndTap() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ConsentView.swift: "".accessibilityIdentifier(""disclaimer"")"" → "".accessibilityIdentifier(""disclaimer-mutated"")"")",2026-09-03T150851-ui-auto-005-opencode
ui-auto-006,interaction,6,opencode,minimax/MiniMax-M3,,true,1073.4,completed,113510,17785,,,113510,131295,0.1967,0.0554,4,57,0,60,0.38,22.8,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T075620-ui-auto-006-opencode
ui-auto-006,interaction,6,opencode,minimax/MiniMax-M2.7,,false,145.1,completed,8597,6344,,,8597,14941,0.0372,0.0102,4,40,0,60,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportView.swift: "".accessibilityIdentifier(""row-\(index)"")"" → "".accessibilityIdentifier(""row-\(index)-mutated"")"")",2026-09-03T151417-ui-auto-006-opencode
ui-auto-006,interaction,6,opencode,minimax/MiniMax-M2.7,,false,115.6,completed,8342,5928,,,8342,14270,0.0360,0.0096,3,32,0,60,1.00,0.0,build=F;xcuitest=F,"build:xcodebuild build failed (exit 65) for scheme 'RefreshFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T151710-ui-auto-006-opencode
ui-auto-006,interaction,6,opencode,minimax/MiniMax-M3,,true,629.5,completed,55437,16410,1140220,0,1195657,71847,0.1047,0.1047,4,64,0,60,0.70,41.8,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportView.swift: "".accessibilityIdentifier(""row-\(index)"")"" → "".accessibilityIdentifier(""row-\(index)-mutated"")"")",2026-09-03T185702-ui-auto-006-opencode
ui-auto-007,interaction,6,opencode,minimax/MiniMax-M2.7,,false,353.0,completed,23660,14110,,,23660,37770,0.0927,0.0240,5,93,10,60,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: The test runner encountered an error | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/SettingsView.swift: ""navigationTitle(""Settings"")"" → ""navigationTitle(""Settings-mutated"")"")",2026-09-03T151646-ui-auto-007-opencode
ui-auto-007,interaction,6,opencode,minimax/MiniMax-M3,,true,971.7,completed,70314,28143,,,70314,98457,0.1449,0.0549,5,119,5,60,0.51,30.5,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T081418-ui-auto-007-opencode
ui-auto-007,interaction,6,opencode,minimax/MiniMax-M3,,true,667.8,completed,124252,33261,1875531,0,1999783,157513,0.1897,0.1897,5,123,6,60,0.32,19.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/SettingsView.swift: ""navigationTitle(""Settings"")"" → ""navigationTitle(""Settings-mutated"")"")",2026-09-03T190736-ui-auto-007-opencode
ui-auto-007,interaction,6,opencode,minimax/MiniMax-M2.7,,false,198.3,completed,8619,12494,,,8619,21113,0.0602,0.0176,5,121,14,60,1.00,0.0,build=F;xcuitest=F,"build:xcodebuild build failed (exit 74) for scheme 'NavigationFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T151910-ui-auto-007-opencode
ui-auto-008,interaction,7,opencode,minimax/MiniMax-M2.7,,false,123.5,completed,2898,2504,,,2898,5402,0.0115,0.0039,1,46,0,70,1.00,0.0,build=P;xcuitest=F;mutation=F,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | mutation:The tests still passed with the app broken (Sources/JobDetailView.swift: "".accessibilityIdentifier(""start"")"" → "".accessibilityIdentifier(""start-mutated"")""), so they do not assert the behaviour the task asked for",2026-09-03T152243-ui-auto-008-opencode
ui-auto-008,interaction,7,opencode,minimax/MiniMax-M3,,true,398.6,completed,125979,14761,,,125979,140740,0.0854,0.0555,3,104,2,70,0.36,24.9,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T083034-ui-auto-008-opencode
ui-auto-008,interaction,7,opencode,minimax/MiniMax-M3,,false,282.0,completed,40770,7785,828647,0,869417,55185,0.0792,0.0713,3,91,5,70,0.91,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: AdaptiveLayoutFixtureUITests/testLayoutAdaptsAcrossPortraitLandscapePortraitCycle() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/JobDetailView.swift: "".accessibilityIdentifier(""start"")"" → "".accessibilityIdentifier(""start-mutated"")"")",2026-09-03T191846-ui-auto-008-opencode
ui-auto-008,interaction,7,opencode,minimax/MiniMax-M2.7,,false,292.2,completed,12458,6714,,,12458,19172,0.0384,0.0118,2,66,0,70,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'AdaptiveLayoutFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: AdaptiveLayoutTests/testAdaptiveLayoutPortraitToLandscapeToPortrait()",2026-09-02T152232-ui-auto-008-opencode
ui-auto-009,interaction,7,opencode,minimax/MiniMax-M2.7,,false,176.9,completed,11002,9837,,,11002,20839,0.0551,0.0151,4,230,0,70,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'GestureFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: GestureFixtureUITests/testPinchToZoomOutChangesPixels()",2026-09-02T152728-ui-auto-009-opencode
ui-auto-009,interaction,7,opencode,minimax/MiniMax-M3,,false,367.2,completed,92479,10908,986496,0,1078975,106186,0.1034,0.1000,3,285,0,70,0.47,0.0,build=P;xcuitest=P;mutation=F,"build:xcodebuild build succeeded for scheme 'GestureFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests still passed with the app broken (Sources/GestureFixtureApp.swift: "".accessibilityIdentifier(""recorded-gestures"")"" → "".accessibilityIdentifier(""recorded-gestures-mutated"")""), so they do not assert the behaviour the task asked for",2026-09-03T192331-ui-auto-009-opencode
ui-auto-009,interaction,7,opencode,minimax/MiniMax-M2.7,,false,227.7,completed,5227,9895,,,5227,15122,0.0356,0.0134,3,348,0,70,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'GestureFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: GestureFixtureUITests/testPinchToZoomOut() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/GestureFixtureApp.swift: "".accessibilityIdentifier(""recorded-gestures"")"" → "".accessibilityIdentifier(""recorded-gestures-mutated"")"")",2026-09-03T152451-ui-auto-009-opencode
ui-auto-009,interaction,7,opencode,minimax/MiniMax-M3,,true,594.8,completed,62680,22368,,,62680,85048,0.1168,0.0456,3,268,2,70,0.59,41.2,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'GestureFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T083717-ui-auto-009-opencode
ui-auto-010,interaction,8,opencode,minimax/MiniMax-M2.7,,false,520.7,completed,26921,13466,,,26921,40387,0.0950,0.0242,331,5346,2,80,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: SearchFixtureUITests/testLocationPermissionAlertHandledAndSearchWorks() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: "".accessibilityIdentifier(""result-\(index)"")"" → "".accessibilityIdentifier(""result-\(index)-mutated"")"")",2026-09-03T152840-ui-auto-010-opencode
ui-auto-010,interaction,8,opencode,minimax/MiniMax-M2.7,,true,150.7,completed,9003,5187,,,9003,14190,0.0266,0.0089,2,33,4,80,1.00,80.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T153026-ui-auto-010-opencode
ui-auto-010,interaction,8,opencode,minimax/MiniMax-M3,,false,545.2,completed,12919,32369,,,12919,45288,0.0458,0.0427,0,0,0,80,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T084716-ui-auto-010-opencode
ui-auto-010,interaction,8,opencode,minimax/MiniMax-M3,,true,1342.7,timeout,,,,,,,,,4,130,4,80,0.25,20.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: "".accessibilityIdentifier(""result-\(index)"")"" → "".accessibilityIdentifier(""result-\(index)-mutated"")"")",2026-09-03T192940-ui-auto-010-opencode
ui-auto-011,interaction,4,opencode,minimax/MiniMax-M3,,true,467.8,completed,37297,7492,1050729,0,1088026,50261,0.0898,0.0832,4,62,0,40,0.99,39.8,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportView.swift: "".accessibilityIdentifier(""row-\(index)"")"" → "".accessibilityIdentifier(""row-\(index)-mutated"")"")",2026-09-03T195205-ui-auto-011-opencode
ui-auto-011,interaction,4,opencode,minimax/MiniMax-M2.7,,true,352.7,completed,12544,6979,,,12544,19523,0.0380,0.0121,4,50,0,40,1.00,40.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/ReportView.swift: "".accessibilityIdentifier(""row-\(index)"")"" → "".accessibilityIdentifier(""row-\(index)-mutated"")"")",2026-09-03T153723-ui-auto-011-opencode
ui-auto-011,interaction,4,opencode,minimax/MiniMax-M2.7,,true,166.1,completed,10136,6744,,,10136,16880,0.0372,0.0111,4,42,2,40,1.00,40.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T153301-ui-auto-011-opencode
ui-auto-011,interaction,4,opencode,minimax/MiniMax-M3,,true,739.3,completed,43590,13796,,,43590,57386,0.0774,0.0296,3,57,0,40,0.87,34.9,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'RefreshFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T085625-ui-auto-011-opencode
ui-auto-012,interaction,5,opencode,minimax/MiniMax-M3,,false,263.8,completed,35823,5145,642147,0,677970,51331,0.0679,0.0554,3,79,6,50,0.97,0.0,build=P;xcuitest=P;mutation=F,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests still passed with the app broken (Sources/PartsSearchView.swift: "".accessibilityIdentifier(""result-\(index)"")"" → "".accessibilityIdentifier(""result-\(index)-mutated"")""), so they do not assert the behaviour the task asked for",2026-09-03T195955-ui-auto-012-opencode
ui-auto-012,interaction,5,opencode,minimax/MiniMax-M2.7,,false,89.5,completed,2847,1158,,,2847,4005,0.0071,0.0022,1,14,0,50,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/PartsSearchView.swift: "".accessibilityIdentifier(""result-\(index)"")"" → "".accessibilityIdentifier(""result-\(index)-mutated"")"")",2026-09-03T154317-ui-auto-012-opencode
ui-auto-012,interaction,5,opencode,minimax/MiniMax-M3,,true,1019.4,completed,29522,34675,,,29522,64197,0.1852,0.0505,3,78,7,50,0.78,38.9,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T090848-ui-auto-012-opencode
ui-auto-012,interaction,5,opencode,minimax/MiniMax-M2.7,,false,137.0,completed,9607,5559,,,9607,15166,0.0278,0.0096,2,26,0,50,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: SearchFixtureUITests/testSearchFieldLocateAndSearch()",2026-09-02T153551-ui-auto-012-opencode
ui-auto-014,interaction,5,opencode,minimax/MiniMax-M3,,true,325.5,completed,43457,4849,1055302,0,1098759,58609,0.0945,0.0822,2,46,0,50,0.85,42.7,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T200423-ui-auto-014-opencode
ui-auto-014,interaction,5,opencode,minimax/MiniMax-M3,,true,463.0,completed,43181,14064,,,43181,57245,0.0700,0.0298,2,51,0,50,0.87,43.7,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T092552-ui-auto-014-opencode
ui-auto-014,interaction,5,opencode,minimax/MiniMax-M2.7,,false,91.2,completed,9132,1857,,,9132,10989,0.0138,0.0050,1,34,0,50,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: EnrolmentFlowTests/testKeyboardDismissalPreservesFieldContents()",2026-09-02T153812-ui-auto-014-opencode
ui-auto-014,interaction,5,opencode,minimax/MiniMax-M2.7,,false,159.3,completed,8263,4157,,,8263,12420,0.0225,0.0075,2,46,0,50,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: FormFlowFixtureUITests/testKeyboardDismissalPreservesFieldContents() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T154451-ui-auto-014-opencode
ui-auto-015,interaction,6,opencode,minimax/MiniMax-M2.7,,true,134.5,completed,7862,3081,,,7862,10943,0.0187,0.0061,2,29,0,60,1.00,60.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T154732-ui-auto-015-opencode
ui-auto-015,interaction,6,opencode,minimax/MiniMax-M3,,true,175.6,completed,34789,4180,543402,0,578191,40793,0.0502,0.0481,2,41,0,60,1.00,60.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T200950-ui-auto-015-opencode
ui-auto-015,interaction,6,opencode,minimax/MiniMax-M3,,true,295.3,completed,29958,6800,,,29958,36758,0.0400,0.0171,2,39,0,60,1.00,60.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T093339-ui-auto-015-opencode
ui-auto-015,interaction,6,opencode,minimax/MiniMax-M2.7,,true,137.3,completed,9236,1330,,,9236,10566,0.0134,0.0044,1,20,0,60,1.00,60.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T153947-ui-auto-015-opencode
ui-auto-016,interaction,5,opencode,minimax/MiniMax-M2.7,,false,110.8,completed,8089,4545,,,8089,12634,0.0220,0.0079,2,37,0,50,1.00,0.0,build=P;xcuitest=F;mutation=F,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | mutation:The tests still passed with the app broken (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")""), so they do not assert the behaviour the task asked for",2026-09-03T154948-ui-auto-016-opencode
ui-auto-016,interaction,5,opencode,minimax/MiniMax-M3,,false,1578.4,timeout,192840,56299,,,192840,249139,0.2893,0.1254,4,187,2,50,0.25,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: FormFlowFixtureUITests/testReturnKeySubmitsWithoutClearingAndAdvancesFocus()",2026-09-02T093839-ui-auto-016-opencode
ui-auto-016,interaction,5,opencode,minimax/MiniMax-M2.7,,true,857.4,completed,31992,22429,,,31992,54421,0.1348,0.0365,2,40,8,50,0.92,45.9,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T154209-ui-auto-016-opencode
ui-auto-016,interaction,5,opencode,minimax/MiniMax-M3,,true,1364.1,timeout,,,,,,,,,4,59,0,50,0.25,12.5,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T201248-ui-auto-016-opencode
ui-auto-017,interaction,6,opencode,minimax/MiniMax-M3,,false,428.4,completed,80934,8452,1777664,0,1858598,100474,0.1544,0.1411,5,165,15,60,0.50,0.0,trajectory=P;build=P;xcuitest=P;file=P;mutation=F,"trajectory:The agent's recorded commands show the work behind the deliverable (1 command(s)) | build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied | mutation:The tests still passed with the app broken (Sources/BasketView.swift: "".accessibilityIdentifier(""checkout"")"" → "".accessibilityIdentifier(""checkout-mutated"")""), so they do not assert the behaviour the task asked for",2026-09-03T203536-ui-auto-017-opencode
ui-auto-017,interaction,6,opencode,minimax/MiniMax-M3,,true,246.9,completed,26807,5066,,,26807,31873,0.0289,0.0141,4,160,0,60,1.00,60.0,build=P;xcuitest=P;file=P,"build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | file:1 file assertion(s) satisfied",2026-09-02T100501-ui-auto-017-opencode
ui-auto-017,interaction,6,opencode,minimax/MiniMax-M2.7,,false,109.1,completed,2355,2597,,,2355,4952,0.0112,0.0038,1,21,0,60,1.00,0.0,build=P;xcuitest=F;file=F,"build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | file:snapshot.txt: expected to exist",2026-09-02T155630-ui-auto-017-opencode
ui-auto-017,interaction,6,opencode,minimax/MiniMax-M2.7,,false,148.2,completed,8795,6804,,,8795,15599,0.0352,0.0108,3,38,1,60,1.00,0.0,trajectory=P;build=P;xcuitest=F;file=F;mutation=P,"trajectory:The agent's recorded commands show the work behind the deliverable (1 command(s)) | build:xcodebuild build succeeded for scheme 'SafeAreaFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | file:snapshot.txt: expected to exist | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/BasketView.swift: "".accessibilityIdentifier(""checkout"")"" → "".accessibilityIdentifier(""checkout-mutated"")"")",2026-09-03T155143-ui-auto-017-opencode
ui-auto-018,interaction,8,opencode,minimax/MiniMax-M2.7,,false,236.3,completed,13066,7851,,,13066,20917,0.0423,0.0133,333,5423,13,80,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: FormFlowEndToEndTests/testCompleteFlowEndToEnd()",2026-09-02T155823-ui-auto-018-opencode
ui-auto-018,interaction,8,opencode,minimax/MiniMax-M3,,true,509.5,completed,55228,24785,,,55228,80013,0.0994,0.0463,3,124,9,80,0.62,50.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T100912-ui-auto-018-opencode
ui-auto-018,interaction,8,opencode,minimax/MiniMax-M3,,true,455.9,completed,55589,6497,1338496,0,1394085,89633,0.1378,0.1048,5,152,26,80,0.56,44.6,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T204249-ui-auto-018-opencode
ui-auto-018,interaction,8,opencode,minimax/MiniMax-M2.7,,true,214.4,completed,4832,6008,,,4832,10840,0.0198,0.0087,3,124,15,80,1.00,80.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T155416-ui-auto-018-opencode
ui-auto-019,interaction,5,opencode,minimax/MiniMax-M3,,false,355.9,completed,37942,11318,,,37942,49260,0.0589,0.0250,2,23,0,50,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: WelcomeLabelTests/testWelcomeLabelAppearsAndCanBeTapped()",2026-09-02T101746-ui-auto-019-opencode
ui-auto-019,interaction,5,opencode,minimax/MiniMax-M2.7,,false,112.7,completed,13681,4721,,,13681,18402,0.0294,0.0098,2,23,0,50,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/SettingsListView.swift: "".accessibilityIdentifier(""\(identifier)-name"")"" → "".accessibilityIdentifier(""\(identifier)-name-mutated"")"")",2026-09-03T155752-ui-auto-019-opencode
ui-auto-019,interaction,5,opencode,minimax/MiniMax-M2.7,,false,77.5,completed,7103,2802,,,7103,9905,0.0174,0.0055,2,20,0,50,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'DynamicTypeFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T160224-ui-auto-019-opencode
